2024-04-06 02:48, success, 0.187370
2024-04-06 03:09, success, 0.471683
2024-04-06 03:09, success, 0.182501
2024-04-06 03:10, success, 0.068096
2024-04-06 03:12, success, 0.115237
2024-04-06 03:13, success, 0.159430
2024-04-06 12:02, success, 0.041568
2024-04-07 00:08, success, 0.045238
2024-04-07 12:02, success, 0.403829
2024-04-08 00:07, success, 0.071542
2024-04-08 12:03, success, 0.067426
2024-04-09 00:07, success, 0.483026
2024-04-09 12:02, success, 0.406972
2024-04-10 00:07, success, 0.072115
2024-04-10 12:02, success, 0.374949
2024-04-11 00:07, success, 0.513282
2024-04-11 12:02, success, 0.372804
2024-04-12 00:07, success, 0.080011
2024-04-12 12:02, success, 0.376866
2024-04-13 00:06, success, 0.404720
2024-04-13 12:02, success, 0.069183
2024-04-14 00:11, success, 0.052405
2024-04-14 14:05, success, 0.182901
2024-04-15 02:17, success, 0.162869
2024-04-15 12:03, success, 0.160705
2024-04-16 00:06, success, 0.069037
2024-04-16 07:46, success, 0.188067
2024-04-16 07:49, success, 0.045635
2024-04-16 12:02, success, 0.162358
2024-04-17 00:07, success, 0.070751
2024-04-17 12:02, success, 0.162453
2024-04-18 00:07, success, 0.160248
2024-04-18 12:02, success, 0.159058
2024-04-19 00:06, success, 0.041261
2024-04-19 12:02, success, 0.405210
2024-04-20 00:06, success, 0.070458
2024-04-20 12:02, success, 0.157794
2024-04-21 00:07, success, 0.183895
2024-04-21 12:03, success, 0.041391
2024-04-22 00:07, success, 0.158405
2024-04-22 12:03, success, 0.069835
2024-04-23 00:07, success, 0.160797
2024-04-23 12:03, success, 0.140009
2024-04-24 00:06, success, 0.191387
2024-04-24 12:03, success, 0.401576
2024-04-25 00:07, success, 0.044589
2024-04-25 12:02, success, 0.068505
2024-04-26 00:07, success, 0.164338
2024-04-26 12:03, success, 0.164482
2024-04-27 00:07, success, 0.161170
2024-04-27 12:02, success, 0.193145
2024-04-28 00:08, success, 0.071185
2024-04-28 12:02, success, 0.187681
2024-04-29 00:06, success, 0.066798
2024-04-29 12:02, success, 0.143868
2024-04-30 00:06, success, 0.159199
2024-04-30 12:02, success, 0.148439
2024-05-01 00:07, success, 0.162582
2024-05-01 12:02, success, 0.044165
2024-05-02 00:07, success, 0.145732
2024-05-02 12:03, success, 0.068224
2024-05-03 00:07, success, 0.052281
2024-05-03 12:02, success, 0.044937
2024-05-04 00:07, success, 0.046075
2024-05-04 12:02, success, 0.045313
2024-05-05 00:07, success, 0.068248
2024-05-05 12:02, success, 0.159865
2024-05-06 00:07, success, 0.157246
2024-05-06 12:02, success, 0.070058
2024-05-07 00:06, success, 0.158004
2024-05-07 12:02, success, 0.161670
2024-05-08 00:06, success, 0.164403
2024-05-08 12:02, success, 0.073045
2024-05-09 00:07, success, 0.157297
2024-05-09 12:02, success, 0.402753
2024-05-10 00:07, success, 0.186532
2024-05-10 12:02, success, 0.403175
2024-05-11 00:07, success, 0.164799
2024-05-11 12:02, success, 0.195077
2024-05-12 00:07, success, 0.037459
2024-05-12 12:02, success, 0.155676
2024-05-13 00:07, success, 0.170787
2024-05-13 12:02, success, 0.158231
2024-05-14 00:07, success, 0.071716
2024-05-14 12:02, success, 0.179918
2024-05-15 00:07, success, 0.401567
2024-05-15 12:03, success, 0.188055
2024-05-16 00:07, success, 0.041724
2024-05-16 12:02, success, 0.035773
2024-05-17 00:07, success, 0.147317
2024-05-17 12:02, success, 0.070712
2024-05-18 00:07, success, 0.070434
2024-05-18 12:02, success, 0.161949
2024-05-19 00:07, success, 0.406329
2024-05-19 12:02, success, 0.069149
2024-05-20 00:07, success, 0.045430
2024-05-20 12:03, success, 0.077444
2024-05-21 00:07, success, 0.069167
2024-05-21 12:02, success, 0.069712
2024-05-22 00:07, success, 0.157676
2024-05-22 12:02, success, 0.044906
2024-05-23 00:07, success, 0.159295
2024-05-23 12:02, success, 0.161026
2024-05-24 00:08, success, 0.170154
2024-05-24 12:02, success, 0.203933
2024-05-25 00:07, success, 0.162243
2024-05-25 12:02, success, 0.041716
2024-05-26 00:07, success, 0.077347
2024-05-26 12:02, success, 0.038688
2024-05-27 00:07, success, 0.067327
2024-05-27 12:03, success, 0.069551
2024-05-28 00:07, success, 0.405680
2024-05-28 12:02, success, 0.160890
2024-05-29 00:08, success, 0.432057
2024-05-29 12:03, success, 0.071612
2024-05-30 00:07, success, 0.164032
2024-05-30 12:02, success, 0.165494
2024-05-31 00:07, success, 0.069060
2024-05-31 12:03, success, 0.068848
2024-06-01 00:07, success, 0.476645
2024-06-01 12:02, success, 0.170933
2024-06-02 00:07, success, 0.407364
2024-06-02 12:02, success, 0.069350
2024-06-03 00:07, success, 0.535017
2024-06-03 12:03, success, 0.404852
2024-06-04 00:07, success, 0.046109
2024-06-04 12:02, success, 0.049318
2024-06-05 00:07, success, 0.161210
2024-06-05 12:02, success, 0.401889
2024-06-06 00:07, success, 0.069859
2024-06-06 12:02, success, 0.070531
2024-06-07 00:07, success, 0.041469
2024-06-07 12:03, success, 0.040449
2024-06-08 00:08, success, 0.070854
2024-06-08 12:02, success, 0.166614
2024-06-09 00:08, success, 0.044567
2024-06-09 12:03, success, 0.190496
2024-06-10 00:07, success, 0.160296
2024-06-10 12:03, success, 0.046792
2024-06-11 00:07, success, 0.193913
2024-06-11 12:03, success, 0.039392
2024-06-12 00:07, success, 0.433156
2024-06-12 12:02, success, 0.048518
2024-06-13 00:07, success, 0.160808
2024-06-13 12:02, success, 0.072679
2024-06-14 00:07, success, 0.168967
2024-06-14 12:02, success, 0.158920
2024-06-15 00:07, success, 0.163307
2024-06-15 12:03, success, 0.375710
2024-06-16 00:07, success, 0.161036
2024-06-16 12:02, success, 0.158175
2024-06-17 00:08, success, 0.144749
2024-06-17 12:03, success, 0.407749
2024-06-18 00:07, success, 0.069068
2024-06-18 12:03, success, 0.044829
2024-06-19 00:07, success, 0.068979
2024-06-19 12:03, success, 0.141269
2024-06-20 00:07, success, 0.159911
2024-06-20 12:03, success, 0.141980
2024-06-21 00:07, success, 0.069562
2024-06-21 12:02, success, 0.043179
2024-06-22 00:07, success, 0.186189
2024-06-22 12:02, success, 0.067433
2024-06-23 00:08, success, 0.186308
2024-06-23 12:02, success, 0.186938
2024-06-24 00:08, success, 0.042041
2024-06-24 12:03, success, 0.184615
2024-06-25 00:07, success, 0.184826
2024-06-25 12:03, success, 0.069171
2024-06-26 00:07, success, 0.067299
2024-06-26 12:03, success, 0.166215
2024-06-27 00:07, success, 0.070540
2024-06-27 12:02, success, 0.070997
2024-06-28 00:07, success, 0.043267
2024-06-28 12:02, success, 0.162046
2024-06-29 00:07, success, 0.067655
2024-06-29 12:02, success, 0.160579
2024-06-30 00:08, success, 0.178187
2024-06-30 12:03, success, 0.143315
2024-07-01 00:08, success, 0.074118
2024-07-01 12:03, success, 0.067776
2024-07-02 00:07, success, 0.073649
2024-07-02 12:03, success, 0.160895
2024-07-03 00:07, success, 0.068816
2024-07-03 12:02, success, 0.166174
2024-07-04 00:07, success, 0.038053
2024-07-04 12:03, success, 0.147424
2024-07-05 00:07, success, 0.152308
2024-07-05 12:03, success, 0.166163
2024-07-06 00:07, success, 0.048354
2024-07-06 12:02, success, 0.067364
2024-07-07 00:08, success, 0.069236
2024-07-07 12:02, success, 0.162570
2024-07-08 00:08, success, 0.403930
2024-07-08 12:03, success, 0.375057
2024-07-09 00:07, success, 0.074510
2024-07-09 12:03, success, 0.168079
2024-07-10 00:07, success, 0.145203
2024-07-10 12:02, success, 0.079376
2024-07-11 00:07, success, 0.046516
2024-07-11 12:03, success, 0.165893
2024-07-12 00:07, success, 0.068001
2024-07-12 12:03, success, 0.166548
2024-07-13 00:08, success, 0.047872
2024-07-13 12:02, success, 0.074777
2024-07-14 00:08, success, 0.404392
2024-07-14 12:05, success, 0.169071
2024-07-15 00:07, success, 0.157685
2024-07-15 12:03, success, 0.161590
2024-07-16 00:08, success, 0.161109
2024-07-16 12:02, success, 0.147374
2024-07-17 00:08, success, 0.405175
2024-07-17 12:03, success, 0.163974
2024-07-18 00:07, success, 0.051925
2024-07-18 12:02, success, 0.067740
2024-07-19 00:07, success, 0.069783
2024-07-19 12:03, success, 0.072492
2024-07-20 00:07, success, 0.162981
2024-07-20 12:02, success, 0.160804
2024-07-21 00:08, success, 0.069082
2024-07-21 12:02, success, 0.068716
2024-07-22 00:08, success, 0.158462
2024-07-22 12:03, success, 0.158103
2024-07-23 00:08, success, 0.422348
2024-07-23 12:03, success, 0.144204
2024-07-24 00:08, success, 0.042566
2024-07-24 12:03, success, 0.164740
2024-07-25 00:07, success, 0.422336
2024-07-25 12:02, success, 0.070319
2024-07-26 00:07, success, 0.042697
2024-07-26 12:02, success, 0.168738
2024-07-27 00:07, success, 0.163432
2024-07-27 12:03, success, 0.070784
2024-07-28 00:08, success, 0.172271
2024-07-28 12:02, success, 0.165697
2024-07-29 00:08, success, 0.160791
2024-07-29 12:03, success, 0.070716
2024-07-30 00:07, success, 0.070229
2024-07-30 12:03, success, 0.165506
2024-07-31 00:06, success, 0.160419
2024-07-31 12:03, success, 0.166920
2024-08-01 00:08, success, 0.163307
2024-08-01 12:03, success, 0.161337
2024-08-02 00:07, success, 0.159101
2024-08-02 12:03, success, 0.166912
2024-08-03 00:07, success, 0.159018
2024-08-03 12:02, success, 0.073545
2024-08-04 00:08, success, 0.146498
2024-08-04 12:02, success, 0.140947
2024-08-05 00:08, success, 0.165692
2024-08-05 12:03, success, 0.074472
2024-08-06 00:07, success, 0.079008
2024-08-06 12:03, success, 0.433006
2024-08-07 00:07, success, 0.162669
2024-08-07 12:03, success, 0.046023
2024-08-08 00:07, success, 0.167420
2024-08-08 12:03, success, 0.070971
2024-08-09 00:07, success, 0.168723
2024-08-09 12:03, success, 0.167370
2024-08-10 00:07, success, 0.161421
2024-08-10 12:02, success, 0.073055
2024-08-11 00:08, success, 0.040613
2024-08-11 12:02, success, 0.165165
2024-08-12 00:08, success, 0.160789
2024-08-12 12:03, success, 0.088593
2024-08-13 00:08, success, 0.073325
2024-08-13 12:03, success, 0.169170
2024-08-14 00:08, success, 0.070514
2024-08-14 12:03, success, 0.038482
2024-08-15 00:08, success, 0.071409
2024-08-15 12:03, success, 0.161330
2024-08-16 00:08, success, 0.068809
2024-08-16 12:02, success, 0.070961
2024-08-17 00:07, success, 0.071989
2024-08-17 12:02, success, 0.142594
2024-08-18 00:08, success, 0.070550
2024-08-18 12:04, success, 0.050246
2024-08-19 00:08, success, 0.166444
2024-08-19 12:03, success, 0.453122
2024-08-20 00:08, success, 0.045595
2024-08-20 12:03, success, 0.072437
2024-08-21 00:07, success, 0.161549
2024-08-21 12:03, success, 0.074503
2024-08-22 00:08, success, 0.454821
2024-08-22 12:03, success, 0.041574
2024-08-23 00:08, success, 0.044816
2024-08-23 12:02, success, 0.048317
2024-08-24 00:07, success, 0.165459
2024-08-24 12:02, success, 0.067680
2024-08-25 00:08, success, 0.067807
2024-08-25 12:02, success, 0.070587
2024-08-26 00:08, success, 0.167128
2024-08-26 12:03, success, 0.168365
2024-08-27 00:08, success, 0.078985
2024-08-27 12:03, success, 0.193486
2024-08-28 00:08, success, 0.050689
2024-08-28 12:03, success, 0.159602
2024-08-29 00:08, success, 0.427175
2024-08-29 12:03, success, 0.159598
2024-08-30 00:08, success, 0.163696
2024-08-30 12:03, success, 0.041871
2024-08-31 00:08, success, 0.068188
2024-08-31 12:02, success, 0.041052
2024-09-01 00:10, success, 0.073540
2024-09-01 12:02, success, 0.145497
2024-09-02 00:08, success, 0.051217
2024-09-02 12:03, success, 0.077770
2024-09-03 00:08, success, 0.160506
2024-09-03 12:03, success, 0.164063
2024-09-04 00:08, success, 0.490467
2024-09-04 12:03, success, 0.072002
2024-09-05 00:08, success, 0.070997
2024-09-05 12:03, success, 0.196000
2024-09-06 00:08, success, 0.425274
